"","X","ST_CASE","VEH_NO","PER_NO","DRUGSPECNAME","DRUGRESNAME","RACENAME","MAKENAME","SEAT_POSNAME","BODY_TYPNAME","MOD_YEARNAME","AIR_BAGNAME","VIOLATIONNAME","DRIMPAIRNAME","DRDISTRACTNAME","STATENAME","COUNTYNAME","CITYNAME","MONTHNAME","YEAR","DAY_WEEKNAME","HOURNAME","ROUTENAME","RUR_URBNAME","RD_OWNERNAME","LATITUDE","LONGITUDE","TYP_INTNAME","WEATHERNAME","FATALS","DRUNK_DR"
"67262",67262,371335,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Other Make","Front Seat, Left Side","Medium/Heavy Vehicle Based Motor Home","1999","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Sunday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.67306,-77.71166,"Four-Way Intersection","Clear",1,0
"67263",67263,371336,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2000","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Rural","State Highway Agency",34.49487,-77.89668,"Not an Intersection","Rain",1,0
"67264",67264,371336,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Acura","Front Seat, Left Side","4-door sedan, hardtop","2006","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Rural","State Highway Agency",34.49487,-77.89668,"Not an Intersection","Rain",1,0
"67265",67265,371336,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Acura","Front Seat, Right Side","4-door sedan, hardtop","2006","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Rural","State Highway Agency",34.49487,-77.89668,"Not an Intersection","Rain",1,0
"67266",67266,371336,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","KIA","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2013","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","PENDER (141)","NOT APPLICABLE","November",2020,"Wednesday","7:00pm-7:59pm","U.S. Highway","Rural","State Highway Agency",34.49487,-77.89668,"Not an Intersection","Rain",1,0
"67267",67267,371337,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","5-door/4-door hatchback","2017","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","GASTON (71)","NOT APPLICABLE","November",2020,"Monday","7:00pm-7:59pm","Other","Urban","State Highway Agency",35.20849,-81.16664,"Not an Intersection","Clear",1,0
"67268",67268,371338,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","1995","Deployment- Unknown Location","Serious violation resulting in death","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","PERSON (145)","NOT APPLICABLE","November",2020,"Thursday","12:00pm-12:59pm","Other","Rural","State Highway Agency",36.46945,-78.93032,"Not an Intersection","Clear",1,0
"67269",67269,371339,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2007","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","ROWAN (159)","NOT APPLICABLE","November",2020,"Sunday","4:00pm-4:59pm","Interstate","Urban","State Highway Agency",35.53643,-80.57398,"Not an Intersection","Cloudy",1,0
"67270",67270,371339,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Chrysler","Front Seat, Left Side","2-door sedan,hardtop,coupe","1998","Not Reported","None","None/Apparently Normal","Not Reported","North Carolina","ROWAN (159)","NOT APPLICABLE","November",2020,"Sunday","4:00pm-4:59pm","Interstate","Urban","State Highway Agency",35.53643,-80.57398,"Not an Intersection","Cloudy",1,0
"67271",67271,371340,1,1,"Whole Blood","Tested, No Drugs Found/Negative","Black or African American","KIA","Front Seat, Left Side","4-door sedan, hardtop","2012","Deployed- Combination","None","Reported as Unknown if Impaired","Not Reported","North Carolina","RANDOLPH (151)","NOT APPLICABLE","December",2020,"Saturday","1:00am-1:59am","U.S. Highway","Rural","State Highway Agency",35.86053,-79.89514,"Not an Intersection","Clear",1,0
"67272",67272,371341,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Ford","Front Seat, Left Side","Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","1998","Deployed- Combination","None","Asleep or Fatigued","Inattention (Inattentive), Details Unknown","North Carolina","RANDOLPH (151)","NOT APPLICABLE","December",2020,"Saturday","3:00am-3:59am","U.S. Highway","Rural","State Highway Agency",35.80919,-79.54719,"Not an Intersection","Clear",1,0
"67273",67273,371342,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Nissan/Datsun","Front Seat, Right Side","4-door sedan, hardtop","2009","Deployment- Unknown Location","None","Reported as Unknown if Impaired","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","December",2020,"Thursday","7:00am-7:59am","Other","Rural","State Highway Agency",34.89388,-78.8672,"Not an Intersection","Clear",2,0
"67274",67274,371342,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Nissan/Datsun","Front Seat, Left Side","4-door sedan, hardtop","2009","Not Deployed","None","Reported as Unknown if Impaired","Not Reported","North Carolina","CUMBERLAND (51)","NOT APPLICABLE","December",2020,"Thursday","7:00am-7:59am","Other","Rural","State Highway Agency",34.89388,-78.8672,"Not an Intersection","Clear",2,0
"67275",67275,371343,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","KIA","Front Seat, Right Side","4-door sedan, hardtop","2006","Deployed- Combination","None","Physical Impairment - No Details","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","December",2020,"Saturday","6:00pm-6:59pm","Local Street - Municipality","Urban","Not Reported",36.09338,-79.44709,"Not an Intersection","Clear",1,0
"67276",67276,371343,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","KIA","Front Seat, Left Side","4-door sedan, hardtop","2006","Deployed- Combination","None","Physical Impairment - No Details","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","December",2020,"Saturday","6:00pm-6:59pm","Local Street - Municipality","Urban","Not Reported",36.09338,-79.44709,"Not an Intersection","Clear",1,0
"67277",67277,371344,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Not Reported","Front Seat, Left Side","Not Reported","Not Reported","Not Reported","None","Reported as Unknown if Impaired","Not Reported","North Carolina","BEAUFORT (13)","NOT APPLICABLE","December",2020,"Thursday","2:00am-2:59am","Other","Rural","State Highway Agency",35.57728,-77.02008,"Not an Intersection","Clear",1,0
"67278",67278,371345,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Toyota","Front Seat, Left Side","4-door sedan, hardtop","2016","Not Deployed","Driving while license withdrawn","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","December",2020,"Friday","9:00pm-9:59pm","State Highway","Urban","State Highway Agency",35.04814,-78.84266,"Four-Way Intersection","Clear",1,0
"67279",67279,371345,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Toyota","Second Seat, Right Side","4-door sedan, hardtop","2016","Not Deployed","Driving while license withdrawn","None/Apparently Normal","Not Reported","North Carolina","CUMBERLAND (51)","FAYETTEVILLE","December",2020,"Friday","9:00pm-9:59pm","State Highway","Urban","State Highway Agency",35.04814,-78.84266,"Four-Way Intersection","Clear",1,0
"67280",67280,371346,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Left Side","4-door sedan, hardtop","1998","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","WARREN (185)","NOT APPLICABLE","December",2020,"Monday","5:00pm-5:59pm","Other","Rural","State Highway Agency",36.39177,-78.26302,"Not an Intersection","Clear",1,0
"67281",67281,371346,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Nissan/Datsun","Front Seat, Left Side","4-door sedan, hardtop","2006","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","WARREN (185)","NOT APPLICABLE","December",2020,"Monday","5:00pm-5:59pm","Other","Rural","State Highway Agency",36.39177,-78.26302,"Not an Intersection","Clear",1,0
"67282",67282,371347,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Light Pickup","2018","Not Deployed","Serious violation resulting in death","None/Apparently Normal","Not Reported","North Carolina","WAYNE (191)","NOT APPLICABLE","December",2020,"Monday","8:00pm-8:59pm","State Highway","Rural","State Highway Agency",35.20406,-78.02039,"Four-Way Intersection","Clear",1,0
"67283",67283,371347,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Chevrolet","Front Seat, Left Side","Light Pickup","2018","Not Deployed","Improper, unsafe passing","None/Apparently Normal","Not Reported","North Carolina","WAYNE (191)","NOT APPLICABLE","December",2020,"Monday","8:00pm-8:59pm","State Highway","Rural","State Highway Agency",35.20406,-78.02039,"Four-Way Intersection","Clear",1,0
"67284",67284,371347,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Ford","Front Seat, Left Side","Station Wagon (excluding van and truck based)","1993","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","WAYNE (191)","NOT APPLICABLE","December",2020,"Monday","8:00pm-8:59pm","State Highway","Rural","State Highway Agency",35.20406,-78.02039,"Four-Way Intersection","Clear",1,0
"67285",67285,371348,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Light Pickup","2013","Deployed- Combination","Driving while license withdrawn","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","December",2020,"Wednesday","8:00pm-8:59pm","State Highway","Urban","State Highway Agency",35.30078,-79.71604,"Not an Intersection","Rain",1,0
"67286",67286,371348,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Light Pickup","2013","Deployed- Combination","Serious violation resulting in death","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","December",2020,"Wednesday","8:00pm-8:59pm","State Highway","Urban","State Highway Agency",35.30078,-79.71604,"Not an Intersection","Rain",1,0
"67287",67287,371348,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Light Pickup","2013","Deployed- Combination","Equipment violations generally","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","December",2020,"Wednesday","8:00pm-8:59pm","State Highway","Urban","State Highway Agency",35.30078,-79.71604,"Not an Intersection","Rain",1,0
"67288",67288,371348,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Light Pickup","2013","Deployed- Combination","Speed greater than reasonable & prudent (not necessarily over the limit)","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","December",2020,"Wednesday","8:00pm-8:59pm","State Highway","Urban","State Highway Agency",35.30078,-79.71604,"Not an Intersection","Rain",1,0
"67289",67289,371348,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Nissan/Datsun","Front Seat, Left Side","4-door sedan, hardtop","2009","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","MONTGOMERY (123)","NOT APPLICABLE","December",2020,"Wednesday","8:00pm-8:59pm","State Highway","Urban","State Highway Agency",35.30078,-79.71604,"Not an Intersection","Rain",1,0
"67290",67290,371349,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2020","Deployment- Unknown Location","Driving while license withdrawn","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","December",2020,"Friday","0:00am-0:59am","Interstate","Urban","State Highway Agency",35.73038,-81.59877,"Not an Intersection","Clear",1,0
"67291",67291,371349,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2020","Deployment- Unknown Location","Serious violation resulting in death","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","December",2020,"Friday","0:00am-0:59am","Interstate","Urban","State Highway Agency",35.73038,-81.59877,"Not an Intersection","Clear",1,0
"67292",67292,371349,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2020","Deployment- Unknown Location","Unsafe reckless (not willful, wanton reckless) driving","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","December",2020,"Friday","0:00am-0:59am","Interstate","Urban","State Highway Agency",35.73038,-81.59877,"Not an Intersection","Clear",1,0
"67293",67293,371349,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","Light Pickup","2020","Deployment- Unknown Location","Inattentive, careless, improper driving, driving without due care","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","December",2020,"Friday","0:00am-0:59am","Interstate","Urban","State Highway Agency",35.73038,-81.59877,"Not an Intersection","Clear",1,0
"67294",67294,371349,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Ford","Front Seat, Right Side","Light Pickup","2020","Deployment- Unknown Location","Driving while license withdrawn","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","December",2020,"Friday","0:00am-0:59am","Interstate","Urban","State Highway Agency",35.73038,-81.59877,"Not an Intersection","Clear",1,0
"67295",67295,371349,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Ford","Front Seat, Right Side","Light Pickup","2020","Deployment- Unknown Location","Serious violation resulting in death","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","December",2020,"Friday","0:00am-0:59am","Interstate","Urban","State Highway Agency",35.73038,-81.59877,"Not an Intersection","Clear",1,0
"67296",67296,371349,1,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Ford","Front Seat, Right Side","Light Pickup","2020","Deployment- Unknown Location","Unsafe reckless (not willful, wanton reckless) driving","Reported as Unknown if Impaired","Not Reported","North Carolina","BURKE (23)","NOT APPLICABLE","December",2020,"Friday","0:00am-0:59am","Interstate","Urban","State Highway Agency",35.73038,-81.59877,"Not an Intersection","Clear",1,0
